book_title|x|y
Close Range: Wyoming Stories (Wyoming Stories #1)|233562|219509
The Pilgrim's Progress (The Pilgrim's Progress #1-2)|267605|262068
Symbiont (Parasitology #2)|169761|239680
The Coven (Wicca #2)|293455|332951
The Storm Crow (The ​Storm Crow  #1)|276469|309948
Sirensong (Faeriewalker #3)|294161|330797
Bite Me If You Can (Argeneau #6)|359396|303362
Midnight Sun (Blood on Snow #2)|292148|178782
Nobody's Angel (Rescue Me Saga #1)|383904|272913
Straight Up Love (The Boys of Jackson Harbor #2)|380053|239033
Skip Beat!, Vol. 16 (Skip Beat! #16)|224294|372739
Rough, Raw, and Ready (Rough Riders #5)|381405|280130
Beautiful Demons (The Shadow Demons Saga #1)|303427|324726
El misterio de la cripta embrujada (El innombrado detective o El paciente del Doctor Sugrañes #1)|392980|238063
Prince Lestat and the Realms of Atlantis (The Vampire Chronicles #12)|190594|252997
Craving Lucy (Lucy & Harris #2)|388590|257914
Tatiana (Arkady Renko #8)|261978|172962
The Girl from the Other Side: Siúil, A Rún, Vol. 2 (とつくにの少女 / Totsukuni no shōjo #2)|193465|292835
Noel Street (The Noel Collection #3)|294726|235818
Jokers Wild (Wild Cards #3)|156002|248570
A Kingdom of Flesh and Fire (Blood and Ash #2)|289622|312208
A Husband for Margaret (Nebraska Historicals #4)|267647|241164
Uppercut Princess (The Heights Crew #1)|328613|289708
Deliver Me (Holmes Brothers #1)|352385|240324
Poison Fruit (Agent of Hel #3)|340481|318599
The Claiming of Sleeping Beauty (Sleeping Beauty #1)|191427|253820
Code Geass: Lelouch of the Rebellion, Vol. 1 (Code Geass: Lelouch of the Rebellion #1)|221215|370335
Fireblood (Whispers from Mirrowen #1)|317490|286688
Marked By Power (Marked #1)|325376|295147
The Hermitage (DCI Ryan Mystery #9)|327277|197335
Everything We Give (Everything #3)|329778|208998
Bleach, Tome 30: There is No Heart Without You (Bleach #30)|223681|367169
Supernova (Renegades #3)|271702|314999
Wolves Eat Dogs (Arkady Renko #5)|262707|168581
The Certainty of Violet & Luke (The Coincidence #5)|398479|256015
The Malloreon Boxed Set: Guardians of the West / King of the Murgos / Demon Lord of Karanda / Sorceress of Darshiva / The Seeress of Kell (The Malloreon #1-5 )|136182|248147
A Pattern of Lies (Bess Crawford #7)|306049|167401
Heartache (The Twenty-Sided Sorceress #5)|335833|307953
The Oresteia: Agamemnon, The Libation Bearers, The Eumenides (Oresteia #1-3)|213427|226928
Twilight: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion #1)|397318|269215
The Jewel (The Lone City #1)|281883|324910
Louisiana's Way Home (Three Rancheros #2)|245747|301591
A Catskill Eagle (Spenser #12)|274250|153757
Tell Me (One Night with Sole Regret #6)|391365|262908
A Dog's Journey (A Dog's Purpose #2)|281177|216036
The Walking Dead, Book Ten (The Walking Dead #19-20)|178647|290202
Sweet Addiction (Sweet #6)|384709|272543
Alive (The Generations Trilogy #1)|273505|318072
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6)|301325|168023
A Trouble of Fools (Carlotta Carlyle #1)|292752|156155
Avenged (Ruined #2)|277265|315463
The Savage Tales of Solomon Kane (Solomon Kane (Time-Lost Series) #3)|152448|253337
Daughters of Rome (The Empress of Rome #1)|276204|196152
Bound (Book of the Ancestor #2.5)|148412|229550
Waylander (The Drenai Saga #3)|145163|241039
The Tyrant Falls in Love, Volume 1 (恋する暴君 / Koi suru Bōkun #1)|222370|377548
Endangered (Ape Quartet #1)|248800|304790
Identical (Kindle County Legal Thriller #9)|281408|179933
Jag for ner till bror (Jana Kippo #1)|367442|270135
Bertie Plays the Blues (44 Scotland Street #7)|301346|170903
The Calling (Wicca #7)|293356|334215
X-Men: Magneto Testament (Magneto Testament #1-5)|176343|288742
Elude (Eagle Elite #7)|389053|248943
Heist Society (Heist Society #1)|278199|328399
Walk in Darkness (Jon Stanton Thrillers #2)|332328|202563
The Unmaking Engine (The World Walker #2)|143608|221359
The Jury (Paul Madriani #6)|276467|155111
Save the Cat! Writes a Novel (Save the Cat!)|255523|293334
Bodily Harm (David Sloane #3)|332269|195947
Batman, Volume 7: Endgame (Batman (2011))|176910|288612
The Killing Hour (FBI Profiler #4)|282982|161734
Human Traces (Austrian Trilogy #1)|257353|242850
Closer to Home (Valdemar: The Herald Spy #1)|134895|255254
Superman for All Seasons (Superman: For All Seasons #1-4)|176247|286206
Torn (Connections #2)|392410|253666
Need You Dead (Roy Grace  #13)|317754|192862
Malice In Wonderland (Dulcie O'Neil #5)|342018|308093
Hothead (Irresistible #4)|375672|238728
Oceans of Fire (Drake Sisters #3)|360801|307266
Elmer and the Dragon (My Father's Dragon #2)|228471|304367
The Scent of Shadows (Signs of the Zodiac #1)|343781|318359
Julia's House for Lost Creatures (Julia's House #1)|242605|298549
Frost Burned (Mercy Thompson #7)|340622|312650
Accidental Hero (Marriage Mistake #1)|359799|244314
Prince of the Elves (Amulet #5)|240827|309579
Mr. Romantic (Mister #2)|390455|247254
Kristy and the Snobs (The Baby-Sitters Club #11)|225063|308014
The Hedge Knight (The Tales of Dunk and Egg: The Graphic Novels #1)|149672|235977
The Risk of Darkness (Simon Serrailler #3)|303658|172958
Death of a Snob (Hamish Macbeth  #6)|310934|156428
Phule's Paradise (Phule's Company #2)|143016|248884
Asher (Ashes & Embers #6)|371430|240994
Black Beauty|223859|283709
Ghost Shadow (Bone Island Trilogy #1)|373252|322076
Angel's Rest (Eternity Springs #1)|382938|300697
Iron Princess (Savage Trilogy #2)|386138|245317
To Whisper Her Name (Belle Meade Plantation #1)|280441|264432
The Smoke Thieves (The Smoke Thieves #1)|280576|310213
Gaslight (Crossbreed #4)|331677|298219
Full Bloom (Full #5)|373776|320109
Saint Odd (Odd Thomas #7)|190790|245539
The Closed Circle (Rotters' Club #2)|400624|304919
Extreme Love (Love to the Extreme #1)|393205|262919
Orlovi rano lete (Pionirska trilogija #1)|210519|225121
The Strange Bird: A Borne Story (Borne #1.5)|176043|237959
Jack Frost (Jack Stratton #7)|334347|201724
Survival in Auschwitz (Auschwitz Trilogy #1)|222953|216925
Someone Like You (Los Lobos #1)|384761|297612
Broken Veil (Harbinger #5)|318278|286899
Song of Myself (Folhas de Relva #2)|217738|225671
Hard to Resist (Hard to Resist #1)|395710|261149
A Desolation Called Peace (Teixcalaan #2)|161837|237396
マギ 1 (Magi: The Labyrinth of Magic #1)|218177|368479
A Dark Lure (Dark Lure #1)|329722|204358
Dark Blood (Logan McRae #6)|303291|181767
Karma (Karma #1)|329360|300277
Hyde (Hyde,  #1)|403393|244321
Lip Service (Lone Star Sisters #2)|384939|299152
The Slippery Slope (A Series of Unfortunate Events #10)|243340|325085
Fish & Chips (Cut & Run #3)|397740|200169
The Darkest Whisper (Lords of the Underworld #4)|357704|301032
Batman: The Man Who Laughs (Detective Comics (1937-2011) #784-786)|175751|285754
A Darker Shade of Magic (Shades of Magic #1)|267000|310042
Mouse Guard: Legends of the Guard, Vol. 1 (Mouse Guard: Legends of the Guard #1)|174646|278841
Timing (Timing #1)|399210|199961
Predator (Kay Scarpetta #14)|281738|159114
The Nowhere Man (Orphan X #2)|273266|160108
English Creek (Two Medicine Trilogy #1)|247456|200667
Thunderhead (Nora Kelly #0A)|267358|155428
The Clan Corporate (The Merchant Princes #3)|385207|260395
Skip Beat!, Vol. 08 (Skip Beat! #8)|222812|374977
Hot Stuff (Cate Madigan #1)|375498|315910
Tales from the Folly: A Rivers of London Short Story Collection (Rivers of London #1.5, 1.6, 2.5, 3.5, 4.6, 5.1, 5.)|160279|231152
Rise of the Valiant (Kings and Sorcerers #2)|144897|216807
Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents #1)|269512|313166
Configured (Configured #1)|319572|295993
Behold the Man (Karl Glogauer)|161262|246682
True Valor (Uncommon Heroes #2)|280687|261335
Driftwood Cottage (Chesapeake Shores #5)|383471|299435
Beautiful Redemption (Caster Chronicles #4)|291031|332307
A Cold Legacy (The Madman’s Daughter #3)|278813|320921
Camp Half-Blood Confidential (The Trials of Apollo #2.5)|245398|325406
Leaving Everything Most Loved (Maisie Dobbs #10)|304754|168237
Lucky's Choice (The Last Riders #7)|382087|257693
The Billionaire's Voice (The Sinclairs #4)|361108|246726
Chill of Fear (Bishop/Special Crimes Unit #8)|378485|319979
Hello, Mallory (The Baby-Sitters Club #14)|223408|305979
Bride Of The Alpha (Timber Valley Pack #1)|352416|284849
Cytonic (Skyward #3)|148349|229972
Ring for Jeeves (Jeeves #10)|217104|245581
Ramona Forever (Ramona Quimby #7)|225148|296827
Standup Guy (Stone Barrington #28)|281176|155163
Some Enchanted Éclair (Magical Bakery Mystery #4)|359958|326191
Ever After (The Hollows #11)|342374|313897
The Tudor Plot : A Novella (Cotton Malone #7.5)|264010|152493
Sleeping with the Fishes (Fred the Mermaid #1)|353596|312036
Hothouse Orchid (Holly Barker #6)|279903|157359
Zane (Inked Brotherhood #3)|384200|256040
So Not Happening (The Charmed Life #1)|282522|274523
Terrier (Beka Cooper #1)|233664|330555
The Berenstain Bears Learn About Strangers (The Berenstain Bears)|222310|293627
Article 5 (Article 5 #1)|283547|327713
The Orphan Queen (The Orphan Queen #1)|281977|323219
What Darkness Brings (Sebastian St. Cyr #8)|307695|167386
Happy Trail (Lucas Brothers #3)|365501|248139
Beasting Beauty (Possessing Beauty #1)|360527|265212
The Wrath of Mulgarath (The Spiderwick Chronicles #5)|240602|325204
Crown of Coral and Pearl (Crown of Coral and Pearl #1)|276790|311185
Black: The Birth of Evil (The Circle #1)|275338|262861
Rush Too Far (Rosemary Beach #4)|391828|254510
Wizardborn (The Runelords #3)|136882|245180
All Good Deeds (Lucy Kendall #1)|339343|200761
Wings: A Fairy Tale (Fairy Wings #1)|241796|325915
I Know You Know|293547|208112
The Temptation of Lila and Ethan (The Secret #3)|397971|253896
A Hero to Keep (Hawkins Brothers  #1)|348955|236286
The Fifth Season (The Broken Earth #1)|165944|238395
The Wide, Wide Sea (Chaos Walking #2.5)|273144|324087
I Hate You (Waylon University #3)|373406|240662
Bound Together (Sea Haven/Sisters of the Heart #6)|358907|305403
Death of a Nurse (Hamish Macbeth  #31)|312141|159863
Gone Tomorrow (Jack Reacher #13)|270502|155794
A Mere Formality (Koslov Universe)|341319|311071
The Last Herald-Mage (Valdemar: The Last Herald-Mage #1-3)|136689|253426
The Sookie Stackhouse Companion (Sookie Stackhouse #10.5 - Small-Town Wedding)|345710|318004
The Shamer's Daughter (The Shamer Chronicles #1)|240505|330253
Into the Flame (Darkness Chosen #4)|361885|307539
Odd Interlude #3 (Odd Thomas #4.3)|190151|245839
Sleepwalk and Other Stories (Optic Nerve #1-4)|186383|275984
The Unbearable Lightness of Dragons (Light Dragons #2)|354507|308490
The Rook (The Checquy Files #1)|157996|236416
World's Edge (Nightblade #2)|144080|225443
Paths (The Killers #2)|363271|249000
Swamp Team 3 (Miss Fortune Mystery #4)|334959|296189
Destiny (The Girl in the Box #9)|322746|291594
Hunter's Season (Elder Races #4.7)|349830|308815
Witch Way to Murder (Ophelia & Abby Mystery #1)|360086|324957
Ryker (Kings of Korruption MC #1)|375845|256571
Swoon (Swoon #1)|291015|333998
The Capture of the Earl of Glencrae (The Cynster Sisters Trilogy #3)|396098|313207
Tucker (The Family Simon  #1)|362505|251216
Drums of Autumn (Outlander #4)|278817|195226
Rebel (Reboot #2)|282146|326175
Big Nate: In a Class by Himself (Big Nate Novels #1)|234316|311434
The Perfect First (Fulton U  #1)|374834|240588
The Sacred Vault (Nina Wilde & Eddie Chase #6)|264844|151197
Pure (Pure #1)|283419|331573
Hate F*@k (Forbidden Bodyguards #1)|371430|243556
The Spy (Isaac Bell #3)|266016|156219
Cirkeln (Engelsfors #1)|267213|283456
Ice Kissed (Kanin Chronicles #2)|288649|328065
Rocky Mountain Heat (Six Pack Ranch #1)|363325|256086
Magic Unleashed (Hall of Blood and Mercy #3)|329653|299421
Discover the Destroyer (Everworld #5)|233183|338867
Brotherhood in Death (In Death #42)|373550|317522
Desire Unchained (Demonica #2)|358849|298448
Melting the Ice (Play by Play #7)|384826|269494
The Crown & the Arrow (The Wrath and the Dawn #0.5)|275741|313862
A Witch Central Wedding (A Modern Witch #3.5)|333926|295950
Galactic North (Revelation Space #3.5)|158641|239939
Descendants of Darkness, Volume 1 (Yami no Matsuei #1)|221100|377112
Off Armageddon Reef (Safehold #1)|143634|241200
The Rescue (Guardians of Ga'Hoole #3)|239655|328129
She Tempts the Duke (The Lost Lords of Pembrook #1)|399647|313855
A Million Dirty Secrets (Million Dollar Duet #1)|392743|257489
Under a Vampire Moon (Argeneau #16)|358583|303496
D'Aulaires' Book of Greek Myths (D'Aulaires' Greek Myths)|226193|286632
Chew, Vol. 2: International Flavor (Chew #2)|181256|284729
Revan (Star Wars: The Old Republic #1)|124955|246957
Forever with You (Fixed #3)|389346|254448
Epitaph (Doc Holliday #2)|263495|205333
Angel Sanctuary, Vol. 1 (天使禁猟区 [Tenshi Kinryōku] #1)|220915|372432
A Heart Revealed (A Proper Romance #1)|272952|269888
Smoke (Burned #2)|270523|324874
Black & Blue (Lord and Lady Hetheridge #4)|335364|196032
Flesh and Bone (Body Farm #2)|280605|159984
Little Farm in the Ozarks (Little House: The Rose Years #2)|220838|294500
Night of Miracles (Mason  #2)|281599|216886
Hattie Big Sky (Hattie #1)|241909|306187
Finally (Willow Falls #2)|239049|316398
Get Bent (Hard Rock Roots #2)|397604|255168
Jack of Fables, Vol. 5: Turning Pages (Jack of Fables #5)|177494|280617
Asterix and the Normans (Astérix #9)|211691|256358
Highland Knight (Murray Family #5)|395517|314248
Gentle Rogue (Malory-Anderson Families #3)|394318|311242
Skeleton Man (Leaphorn & Chee #17)|294893|155751
The Tehran Initiative (The Twelfth Imam #2)|265424|161250
The Prodigal Daughter (Kane & Abel #2)|262361|163268
Troubled Waters (Elemental Blessings #1)|219029|325577
The Man With the Golden Gun (James Bond (Original Series) #13)|248689|167131
Renegade's Magic (The Soldier Son #3)|140135|243434
Mr. Darcy's Daughters (Darcy #1)|231770|252440
Forever Too Far (Rosemary Beach #3)|392100|256211
Copperhead (Starbuck Chronicles #2)|172982|204354
The Bluestocking (Wicked Wallflowers #4)|347827|237776
Sugar on the Edge (Last Call #3)|388207|260880
Memory and Dream (Newford #2)|153315|261515
The Pretender (Animorphs #23)|232972|338426
Accidental Protector (Marriage Mistake #2)|361256|244480
Somebody to Love (Gideon's Cove #3)|386579|298082
Screwed (Four Bears Construction #4)|393454|200272
The Wolf of the North (Wolf of the North #1)|144532|226433
Brimstone (Virgil Cole & Everett Hitch #3)|275523|154252
2 Bodies for the Price of 1 (Body Movers #2)|366115|323986
The Adventures of Charls, the Veretian Cloth Merchant (Captive Prince Short Stories #3)|272823|308199
The Future of Our Past (The Remembrance Trilogy #1)|398451|258554
Betrayal of Trust (J.P. Beaumont #20)|279551|157949
Battle for the Abyss (The Horus Heresy #8)|132205|234445
Impostor (Alexander Gregory Thrillers #1)|326715|196902
The Proposition 3: The Ferro Family (The Proposition #3)|395730|260303
King Tomb (Forever Evermore #3)|318256|308255
The Rose Society (The Young Elites #2)|275638|319007
Assegai (Courtney publication order #13)|253599|160997
Literary Theory: A Very Short Introduction (Very Short Introductions #4)|234169|226305
Blameless (Parasol Protectorate #3)|339551|317991
The Lazarus Vendetta (Covert-One #5)|262121|157247
Black Bird, Vol. 3 (Black Bird #3)|227468|372919
Knife of Dreams (The Wheel of Time #11)|140217|240761
Deadly Little Games (Touch #3)|288095|333019
The Secret on Ararat (Babylon Rising #2)|276058|261890
Amber House (The Amber House Trilogy #1)|283546|268143
Sweet Tooth, Vol. 5: Unnatural Habitats (Sweet Tooth)|181536|284729
The Hummingbird's Daughter (The Hummingbird's Daughter)|249614|215652
Vurt (Vurt)|166248|243070
Who Moved My Cheese? (Who Moved My Cheese? #1)|212868|180758
Porn Star (P*rn Star #1)|384774|243629
The Naturalist (The Naturalist #1)|329697|200123
Night Shadow (Night Tales #2)|382613|316513
The Seduction 1 (The Seduction #1)|393057|259522
All That Remains (Kay Scarpetta #3)|282326|159103
Ripple Effect (Bear Logan #1)|334539|195604
Sweet Evil (Sweet #1)|293742|327766
Scarlett Fever (Scarlett #2)|260688|304002
The Lost Future of Pepperharrow (The Watchmaker of Filigree Street #2)|169588|238016
Seeking Crystal (Benedict-Savant #3)|295023|330083
Motion to Suppress (Nina Reilly #1)|283652|155933
The Day of the Triffids (Triffids #1)|166044|245769
Mai Tai'd Up (Cocktail #4)|391827|251974
Winning (Winning #1)|215402|177440
Just Over the Mountain (Grace Valley Trilogy #2)|383193|299854
Enter a Murderer (Roderick Alleyn #2)|306786|156925
聲の形 3 [Koe no Katachi 3] (A Silent Voice #3)|223709|365325
The Accidental Vampire (Argeneau #7)|359132|304306
Independent Study (The Testing #2)|279172|326256
Kiss Me Like This (The Morrisons #1)|380964|271950
Vision of the Future (Star Wars: The Hand of Thrawn Duology #2)|126530|247770
Magician's End (The Chaoswar Saga #3)|137617|243864
The Beautiful Pretender (A Medieval Fairy Tale #2)|279929|266516
Black Cat, Volume 02 (Black Cat #2)|220066|370211
The Leopard Hunts in Darkness (Ballantyne #4)|252708|161724
Viscount Breckenridge to the Rescue (The Cynster Sisters Trilogy #1)|395596|312981
An Affair Before Christmas (Desperate Duchesses #2)|398852|314259
Sweet Revenge (Goldy Bear Culinary Mystery #14)|362913|329827
Nice Girls Don't Bite Their Neighbors (Jane Jameson #4)|348341|315068
A Measure of Darkness (Clay Edison #2)|279430|161334
The Missing Link (Marked #1)|392723|253647
Dangerous Dream (Dangerous Creatures #0.5)|291154|331465
Nate the Great (Nate the Great #1)|226576|293076
A Cold Day in Paradise (Alex McKnight #1)|278675|158375
The Tower of Ravens (Rhiannon's Ride #1)|134258|255478
